Date,oil_price,change_oil_price,gdp,change_gdp,interest_rate,change_interest_rate,cpi,change_cpi_rate,unemployment_rate,change_unemployment_rate,stock,stock_price,monthly_return,volatility,industry
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,HD,77.88999938964844,0.0268952,0.046402664,Consumer Discretionary & Consumer Staples
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,HON,82.68573760986328,0.044436358,0.049144162,Industrials & Energy
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,IBM,171.32887268066406,-0.032238911,0.040948175,Technology & Communication Services
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,JNJ,92.61000061035156,0.068289284,0.072172632,Healthcare
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,KO,39.56999969482422,0.044614535,0.046160902,Consumer Discretionary & Consumer Staples
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,JPM,51.540000915527344,-0.002901871,0.061045067,Financials & Insurance
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,MCD,96.51999664,0.003222093,0.029642123,Consumer Discretionary & Consumer Staples
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,MMM,105.22575378417967,0.053931806,0.049332198,Industrials & Energy
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,MRK,43.024810791015625,-0.052930034,0.029977466,Healthcare
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,MSFT,35.40999984741211,0.064002438,0.035496105,Technology & Communication Services
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,NKE,37.880001068115234,0.04295158,0.081416049,Consumer Discretionary & Consumer Staples
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,PG,80.75,0.06826305,0.056600317,Consumer Discretionary & Consumer Staples
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,SHW,62.66666793823242,0.031946467,0.033817449,Industrials & Energy
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,TRV,86.30000305175781,0.018048914,0.052600494,Financials & Insurance
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,UNH,68.26000213623047,-0.046781154,0.023084949,Healthcare
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,CRM,53.36000061035156,0.027932976,0.048751831,Technology & Communication Services
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,NVDA,0.3797500133514404,-0.023778882,0.03949423,Technology & Communication Services
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,VZ,50.50999832,0.082279844,0.065535894,Technology & Communication Services
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,V,49.16749954223633,0.029147001,0.055519858,Financials & Insurance
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,WMT,25.583332061767575,0.037723028,0.052920906,Consumer Discretionary & Consumer Staples
10-2013,96.18,-6.000781861,17192.019,1.404879532,0.09,-43.75,233.669,0.053523105,7.2,0,DIS,68.589996337890625,0.063575727,0.069856532,Consumer Discretionary & Consumer Staples
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,AMZN,19.680999755859375,0.0812845,0.041956381,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,AXP,85.80000305175781,0.048899754,0.019413475,Financials & Insurance
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,AMGN,114.08000183105467,-0.017737193,0.029479642,Healthcare
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,AAPL,19.859643936157227,0.063841702,0.060873853,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,BA,134.25,0.028735632,0.054008876,Industrials & Energy
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,CAT,84.59999847,0.014875214,0.00789949,Industrials & Energy
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,CSCO,21.25,-0.058067354,0.032202675,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,CVX,122.44000244140624,0.020673586,0.016911134,Industrials & Energy
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,GS,168.94000244140625,0.050230025,0.017152539,Financials & Insurance
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,HD,80.66999816894531,0.035691344,0.008717046,Consumer Discretionary & Consumer Staples
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,HON,84.38273620605469,0.020523474,0.013573704,Industrials & Energy
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,IBM,171.7781982421875,0.002622591,0.024889765,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,JNJ,94.660003662109375,0.022135871,0.03346277,Healthcare
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,KO,40.189998626708984,0.015668409,0.026282632,Consumer Discretionary & Consumer Staples
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,JPM,57.220001220703125,0.1102056694660356,0.059265461,Financials & Insurance
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,MCD,97.37000274658205,0.008806529,0.008328998,Consumer Discretionary & Consumer Staples
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,MMM,111.63043212890624,0.060866072,0.004929531,Industrials & Energy
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,MRK,47.54771041870117,0.10512305677890432,0.079810659,Healthcare
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,MSFT,38.130001068115234,0.076814494,0.043202289,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,NKE,39.56999969482422,0.044614535,0.064978346,Consumer Discretionary & Consumer Staples
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,PG,84.220001220703125,0.042972151,0.050759703,Consumer Discretionary & Consumer Staples
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,SHW,61.00999832,-0.026436217,0.042698671,Industrials & Energy
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,TRV,90.73999786376952,0.051448374,0.022533035,Financials & Insurance
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,UNH,74.48000336,0.091122195,0.070328194,Healthcare
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,CRM,52.09000015258789,-0.023800608,0.040741152,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,NVDA,0.38999998569488525,0.026991368,0.039895957,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,VZ,49.619998931884766,-0.017620262,0.056931947,Technology & Communication Services
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,V,50.86500168,0.034524882,0.036930279,Financials & Insurance
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,WMT,27.003332138061523,0.055504892,0.021122135,Consumer Discretionary & Consumer Staples
11-2013,88.7,-7.777084633,17192.019,1.404879532,0.08,-50,234.1,0.184448943,6.9,-4.166666667,DIS,70.54000091552734,0.028429869,0.019382686,Consumer Discretionary & Consumer Staples
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,AMZN,19.93950080871582,0.013134549,0.075742789,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,AXP,90.73000336,0.057459209,0.01782874,Financials & Insurance
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,AMGN,114.08000183105467,0,0.02831433,Healthcare
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,AAPL,20.03642845153809,0.008901696,0.044215362,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,BA,136.49000549316406,0.01668533,0.051121451,Industrials & Energy
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,CAT,90.80999755859376,0.073404246,0.038987702,Industrials & Energy
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,CSCO,22.43000030517578,0.055529426,0.060454729,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,CVX,124.91000366210938,0.020173156,0.019110936,Industrials & Energy
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,GS,177.25999450683594,0.049248206,0.019052687,Financials & Insurance
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,HD,82.339996337890625,0.020701602,0.007532432,Consumer Discretionary & Consumer Staples
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,HON,87.109375,0.032312756,0.011956831,Industrials & Energy
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,IBM,179.32122802734375,0.04391145,0.038120361,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,JNJ,91.589996337890625,-0.032431938,0.050419156,Healthcare
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,KO,41.310001373291016,0.027867698,0.014532477,Consumer Discretionary & Consumer Staples
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,JPM,58.47999954223633,0.022020243,0.059429366,Financials & Insurance
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,MCD,97.029998779296875,-0.003491876,0.006157841,Consumer Discretionary & Consumer Staples
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,MMM,117.26588439941406,0.050483118,0.005288088,Industrials & Energy
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,MRK,47.75763320922851,0.004414993,0.080011818,Healthcare
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,MSFT,37.40999984741211,-0.018882801,0.051948827,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,NKE,39.31999969482422,-0.006317918,0.028937759,Consumer Discretionary & Consumer Staples
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,PG,81.410003662109375,-0.033364967,0.052907528,Consumer Discretionary & Consumer Staples
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,SHW,61.16666793823242,0.002567933,0.029191542,Industrials & Energy
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,TRV,90.54000091552734,-0.002204066,0.027093331,Financials & Insurance
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,UNH,75.30000305175781,0.011009662431062269,0.069252112,Healthcare
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,CRM,55.189998626708984,0.059512353,0.04206081,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,NVDA,0.4004999995231629,0.026923113,0.029292534,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,VZ,49.13999938964844,-0.00967351,0.055525671,Technology & Communication Services
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,V,55.66999816894531,0.094465671,0.036259133,Financials & Insurance
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,WMT,26.229999542236328,-0.028638414,0.044347363,Consumer Discretionary & Consumer Staples
12-2013,91.85,3.551296505,17192.019,1.404879532,0.09,-43.75,234.719,0.264416916,6.7,-2.898550725,DIS,76.40000153,0.083073441,0.027692695,Consumer Discretionary & Consumer Staples
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,AMZN,17.934499740600586,-0.100554226,0.091864824,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,AXP,85.01999664,-0.062934052,0.06717465,Financials & Insurance
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,AMGN,118.9499969482422,0.042689297,0.031060009,Healthcare
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,AAPL,17.878570556640625,-0.107696733,0.087596645,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,BA,125.26000213623048,-0.082277111,0.060913331,Industrials & Energy
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,CAT,93.910003662109375,0.034137278,0.029828871,Industrials & Energy
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,CSCO,21.90999984741211,-0.023183257,0.058190513,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,CVX,111.62999725341795,-0.106316596,0.073173782,Industrials & Energy
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,GS,164.1199951171875,-0.074128398,0.071516627,Financials & Insurance
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,HD,76.84999847,-0.06667474,0.055284315,Consumer Discretionary & Consumer Staples
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,HON,86.97589874267578,-0.001532283,0.017180077,Industrials & Energy
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,IBM,168.91014099121094,-0.058058308,0.051291281,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,JNJ,88.470001220703125,-0.034064802,0.031986528,Healthcare
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,KO,37.81999969482422,-0.084483214,0.061646705,Consumer Discretionary & Consumer Staples
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,JPM,55.36000061035156,-0.053351555,0.081862225,Financials & Insurance
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,MCD,94.16999816894533,-0.029475427,0.01954441,Consumer Discretionary & Consumer Staples
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,MMM,107.1822738647461,-0.085989293,0.081954279,Industrials & Energy
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,MRK,50.54389190673828,0.058341641,0.050396261,Healthcare
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,MSFT,37.84000015258789,0.011494261,0.04890036,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,NKE,36.42499923706055,-0.073626665,0.059309307,Consumer Discretionary & Consumer Staples
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,PG,76.62000274658203,-0.058837989,0.052980398,Consumer Discretionary & Consumer Staples
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,SHW,61.086666107177734,-0.001307932,0.015746395,Industrials & Energy
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,TRV,81.279998779296875,-0.10227526,0.078021134,Financials & Insurance
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,UNH,72.279998779296875,-0.040106297,0.066146021,Healthcare
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,CRM,60.529998779296875,0.096756664,0.061728227,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,NVDA,0.39250001311302185,-0.019974997,0.027096362,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,VZ,48.02000045776367,-0.022792001,0.006607982,Technology & Communication Services
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,V,53.85749816894531,-0.032557932,0.063545256,Financials & Insurance
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,WMT,24.893333435058594,-0.050959441,0.056144127,Consumer Discretionary & Consumer Staples
01-2014,89.57,-2.482308111,17197.738,0.033265436,0.07,-50,235.288,0.242417529,6.6,-1.492537313,DIS,72.61000061035156,-0.049607341,0.066683226,Consumer Discretionary & Consumer Staples
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,AMZN,18.104999542236328,0.009506806,0.064616469,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,AXP,91.279998779296875,0.073629762,0.074616463,Financials & Insurance
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,AMGN,124.0199966430664,0.042622949,0.024627547,Healthcare
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,AAPL,18.794286727905273,0.051218645716870403,0.082300279,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,BA,128.9199981689453,0.029219192,0.061076575,Industrials & Energy
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,CAT,96.970001220703125,0.032584362,0.023132118,Industrials & Energy
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,CSCO,21.799999237060547,-0.005020566,0.041214624,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,CVX,115.33000183105467,0.033145254,0.077047107,Industrials & Energy
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,GS,166.4499969482422,0.014196941,0.063576388,Financials & Insurance
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,HD,82.029998779296875,0.067404039,0.068059853,Consumer Discretionary & Consumer Staples
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,HON,90.03621673583984,0.035185816,0.020420415,Industrials & Energy
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,IBM,177.02676391601562,0.048052905,0.060103484,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,JNJ,92.12000274658205,0.04125694,0.043023408,Healthcare
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,KO,38.20000076293945,0.010047622,0.060382615,Consumer Discretionary & Consumer Staples
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,JPM,56.81999969482422,0.026372816,0.044825268,Financials & Insurance
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,MCD,95.15000153,0.010406747,0.020243947,Consumer Discretionary & Consumer Staples
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,MMM,112.65050506591795,0.051018056,0.07894726,Industrials & Energy
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,MRK,54.37977219,0.075892064,0.037249323,Healthcare
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,MSFT,38.310001373291016,0.012420751,0.017811685,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,NKE,39.150001525878906,0.07481132,0.074326147,Consumer Discretionary & Consumer Staples
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,PG,78.660003662109375,0.026624913,0.0438778,Consumer Discretionary & Consumer Staples
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,SHW,66.82666778564453,0.093964887,0.053921757,Industrials & Energy
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,TRV,83.839996337890625,0.031496033,0.069575738,Financials & Insurance
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,UNH,77.26999664,0.06903705,0.054608133,Healthcare
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,CRM,62.369998931884766,0.030398153,0.033262159,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,NVDA,0.4595000147819519,0.17070063549179326,0.099355092,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,VZ,47.58000183105469,-0.00916282,0.007725609,Technology & Communication Services
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,V,56.48500061035156,0.048786196,0.064340859,Financials & Insurance
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,WMT,24.899999618530273,2.677899080518742e-4,0.025684061,Consumer Discretionary & Consumer Staples
02-2014,96.86,8.138885788,17197.738,0.033265436,0.07,-53.33333333,235.547,0.110077862,6.7,1.515151515,DIS,80.80999755859375,0.11293206003737688,0.086520502,Consumer Discretionary & Consumer Staples
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,AMZN,16.818500518798828,-0.071057667,0.056970916,Technology & Communication Services
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,AXP,90.029998779296875,-0.013694128,0.069161294,Financials & Insurance
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,AMGN,123.33999633789062,-0.005482989,0.027793149,Healthcare
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,AAPL,19.169286727905273,0.019952872,0.084188349,Technology & Communication Services
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,BA,125.48999786376952,-0.02660565,0.055748169,Industrials & Energy
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,CAT,99.37000274658205,0.024749938,0.005031764,Industrials & Energy
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,CSCO,22.420000076293945,0.028440406,0.026186901,Technology & Communication Services
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,CVX,118.91000366210938,0.031041375,0.079917923,Industrials & Energy
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,GS,163.85000610351562,-0.015620252,0.044932604,Financials & Insurance
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,HD,79.12999725341797,-0.035352939,0.07013935,Consumer Discretionary & Consumer Staples
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,HON,88.43455505371094,-0.017789082,0.027138049,Industrials & Energy
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,IBM,184.0248565673828,0.039531269,0.058957517,Technology & Communication Services
03-2014,96.17,-0.712368367,17197.738,0.033265436,0.08,-42.85714286,236.028,0.20420553,6.7,0,JNJ,98.23000336,0.066326535,0.052249833,Healthcare
